price,surname,firstName,team,position,points2022,played2022,avg2022
80000,PETTY,Hannah,Thunderbirds,WD/C,1009,12,84.1
80000,PITMAN,Chelsea,Fever,WA,467,6,77.8
75000,DWAN,Tippah,Thunderbirds,GA,785,12,65.4
75000,HINCHLIFFE,Maddie,Lightning,WD/C,936,13,72
75000,MENTOR,Geva,Magpies,GK,985,12,82.1
75000,POTGIETER,Lenize,Thunderbirds,GS,752,10,75.2
75000,SAMASON,Rahni,Vixens,GA/GS,270,4,67.5
70000,ARYANG,Sunday,Fever,GD,996,12,83
70000,EDDY,Kate,Vixens,GD/WD,822,11,74.7
65000,BACHELDOR,Reilley,Lightning,GA/GS,762,12,63.5
65000,BRANDLEY,April,GIANTS,GD,1035,13,79.6
65000,FRANCIS-BAYMAN,Stacey,Fever,GD/WD,827,13,63.6
65000,MUNDY,Hannah,Vixens,C/WA,520,8,65
60000,ALLEN,Nyah,Magpies,GA,251,3,83.7
60000,GARBIN,Sophie,Magpies,GA/GS,720,11,65.5
60000,GARRETT,Matilda,Thunderbirds,GD,653,11,59.4
60000,SCHERIAN,Laura,Lightning,C/WA,947,12,78.9
60000,SINCLAIR,Gabby,Magpies,GA,699,10,69.9
55000,DEHANEY,Kadie-Ann,Lightning,GK,645,11,58.6
55000,MCDONELL,Matilda,GIANTS,GK,1023,13,78.7
55000,MI MI,Jemma,Firebirds,C/WA,370,7,52.9
55000,NANKIVELL,Maisie,Thunderbirds,C/WA,576,9,64
50000,BARKMEYER,Ruby,Vixens,GA,,,
50000,MCDONALD,Elle,Thunderbirds,WA,692,11,62.9
50000,WALSH,Kate,Lightning,GD/WD,684,12,57
45000,AUSTIN,Lucy,Thunderbirds,GS,239,3,79.7
45000,COSH,Emma,Fever,WA/GA,527,11,47.9
45000,JENNER,Kim,Firebirds,GK/GD,403,9,44.8
45000,LEWIS,Olivia,Vixens,GK,488,10,48.8
45000,LIND,Maggie,Magpies,C/WA,221,5,44.2
45000,SINGLETON,Kelly,Swifts,GA,492,13,37.8
45000,USORO-BROWN,Eboni,Firebirds,GK,885,13,68.1
40000,FAWNS,Sophie,Swifts,GA/GS,644,12,53.7
40000,FRASER,Tayla,Swifts,WD/C,545,12,45.4
40000,MILLER,Annie,Lightning,C/WA,521,12,43.4
40000,STOWER,Mia,Firebirds,GA,323,7,46.1
35000,CRANSBERG,Zoe,Fever,WD/C,175,4,43.8
35000,MOORE,Lauren,GIANTS,GD/WD,411,9,45.7
35000,NEWTON,Jacqui,Magpies,GK/GD,580,11,52.7
35000,SMITH,Allie,Swifts,GD/WD,600,13,46.2
30000,COFFEY,Gabby,Magpies,GK/GD,20,1,20
30000,CONDREN,Bridie,Lightning,GK/GD,22,1,22
30000,DAVIES,Zoe,Magpies,GD/WD,80,2,40
30000,DAVIES,Zoe,Magpies,GD/WD,80,2,40
30000,DONOGHUE,Jemma,GIANTS,GD/WD,17,1,17
30000,EAGLAND,Shannon,Fever,WD,79,1,79
30000,ELLIS,Rudi,Fever,GK,244,8,30.5
30000,FRKETIC,Angelina,GIANTS,GA/GS,15,1,15
30000,GAFA,Jada,Lightning,C/WA,15,1,15
30000,GARDNER,Macy,Firebirds,C/WA,84,2,42
30000,GORMAN-BROWN,Lili,Swifts,C/WA,7,1,7
30000,LAMBDEN,Sharni,Vixens,WD/C,30,1,30
30000,LAWRIE,Annie,Lightning,GA/GS,9,1,9
30000,LEE-JONES,Annika,Lightning,GS,13,1,13
30000,LETHERBARROW,Matisse,GIANTS,GA/GS,111,3,37
30000,O'SHANNASSY,Teigan,Swifts,GK/GD,274,7,39.1
30000,SLIGAR,Amy,GIANTS,WD/C,249,7,35.6
